"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",Alpine Gardening,B (Boron),Bark,Pollinated by Bats,Beach Front,Attracts Bees,Pollinated by Beetles,Bi-Color,Attracts Birds,Blue,Bog gardening,Brown,Bulb,Propagate by Bulbs,Pollinated by Bumblebees,Attracts Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Propagate by Corms,Propagate by Crowns,Cu (Copper),Culinary Herb,Cut Flower,Propagate by Cuttings: Cane,Propagate by Cuttings: Leaf,Cuttings: Root,Propagate by Cuttings: Stem,Propagate by Cuttings: Tip,Deer Resistant,Dioecious,Propagate by Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Pollinated by Flies,Flood Resistant,Flowering Tree,Flowers,Flowers Blooms on new wood,Flowers Blooms on old wood,Flowers Fragrant,Flowers Inconspicuous,Flowers Malodorous,Flowers Nocturnal,Flowers Showy,Fruit,Fruit is poisonous,Fruit Dehiscent,Fruit Edible to birds,Fruit Indehiscent,Fruit Pops open explosively when ripe,Fruit Showy,Fruiting Time Fall,Fruiting Time Late fall or early winter,Fruiting Time Late spring or early summer,Fruiting Time Late summer or early fall,Fruiting Time Late winter or early spring,Fruiting Time Spring,Fruiting Time Summer,Fruiting Time Winter,Fruiting Time Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genus,Goes Dormant,Gopher and Vole Resistant,Grass/Grass-like,Green,Groundcover,Herb/Forb,Houseplant,Pollinated by Hoverflies,Humidity tolerant,Attracts Hummingbirds,In Water,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves Broadleaf,Leaves Deciduous,Leaves Evergreen,Leaves Fragrant,Leaves Glaucous,Leaves Good fall color,Leaves Malodorous,Leaves Needled,Leaves Other,Leaves Semi-evergreen,Leaves Spring ephemeral,Leaves Unusual foliage color,Leaves Variegated,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Pollinated by Midges,Minimum cold hardiness,Mn (Manganese),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Pollinated by Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Propagate by Offsets,Orange,Attracts Other Beneficial Insects,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patio/Ornamental/Small Tree,Pink,Pollution Tolerant,Provide darkness to seeds,Provide light to seeds,Provides winter interest,Purple,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Pollinated by Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrel Resistant,Start indoors,Stem,Propagate by Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Pollinated by Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Pollinated by Wasps,Pollinated by Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Pollinated by Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc),Min Height,Max Height,Min Spread,Max Spread,Coppice Potential,Duration,Fertility Requirement,Foliage Porosity Summer,Growth Form,Growth Rate,Known Allelopath,State and Province,Vegetative Spread Rate,Growth Spring,Growth Summer,Growth Fall,Growth Winter,Northeast,Southeast,Midwest,Plains,Pacific,Flower Time Early Spring,Flower Time Mid Spring,Flower Time Late Spring,Flower Time Early Summer,Flower Time Mid Summer,Flower Time Late Summer,Flower Time Fall,Flower Time Winter,Award Winner
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Balsamorhiza,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,True,False,False,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,sagittata,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,['https://garden.org/plants/view/80272/Arrowleaf-Balsamroot-Balsamorhiza-sagittata/'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,3.0,3.0,,,False,Perennial,Low,Moderate,Multiple Stem,Moderate,False,"['AZ', 'CA', 'CO', 'ID', 'MT', 'ND', 'NV', 'OR', 'SD', 'UT', 'WA', 'WY']",None,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Baccharis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,11.0,False,True,True,False,False,8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,salicifolia,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,['https://garden.org/plants/view/80255/Mule-Fat-Baccharis-salicifolia/'],True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,,,4.0,8.0,True,Perennial,Low,Porous,Multiple Stem,Rapid,False,"['AZ', 'CA', 'CO', 'NM', 'NV', 'TX', 'UT']",None,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Baptisia,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,3.0,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tinctoria,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,['https://garden.org/plants/view/75509/Wild-Indigo-Baptisia-tinctoria/'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,3.0,1.0,1.5,False,Perennial,Low,Moderate,Single Crown,Moderate,False,"['CT', 'DC', 'DE', 'GA', 'IA', 'IL', 'IN', 'KY', 'MA', 'MD', 'ME', 'MI', 'MN', 'NC', 'NH', 'NJ', 'NY', 'OH', 'PA', 'RI', 'SC', 'TN', 'VA', 'VT', 'WI', 'WV']",None,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Betula,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,9.0,False,True,True,False,False,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,nigra,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,"['https://garden.org/plants/view/75545/River-Birch-Betula-nigra/', 'https://garden.org/plants/view/75547/River-Birch-Betula-nigra-Heritage/', 'https://garden.org/plants/view/75548/River-Birch-Betula-nigra-Fox-Valley/', 'https://garden.org/plants/view/127506/Weeping-River-Birch-Betula-nigra-Summer-Cascade/', 'https://garden.org/plants/view/128582/River-Birch-Betula-nigra-Dura-Heat/', 'https://garden.org/plants/view/137278/River-Birch-Betula-nigra-Tecumseh-Compact/', 'https://garden.org/plants/view/137282/River-Birch-Betula-nigra-Suwanee/', 'https://garden.org/plants/view/233615/River-Birch-Betula-nigra-City-Slicker/', 'https://garden.org/plants/view/654248/Variegated-River-Birch-Betula-nigra-Shiloh-Splash/', 'https://garden.org/plants/view/765841/River-Birch-Betula-nigra-Graceful-Arms/']",False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,40.0,70.0,30.0,60.0,True,Perennial,Medium,Moderate,Multiple Stem,Rapid,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'MI', 'MN', 'MO', 'MS', 'NC', 'NH', 'NJ', 'NY', 'OH', 'OK', 'PA', 'SC', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV']",Slow,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,Betula,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,6.0,False,True,True,False,False,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,papyrifera,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,"['https://garden.org/plants/view/75549/Paper-Birch-Betula-papyrifera/', 'https://garden.org/plants/view/128588/Paper-Birch-Betula-papyrifera-Renaissance-Reflection/', 'https://garden.org/plants/view/671462/White-Birch-Betula-papyrifera-Purple-Splendor/', 'https://garden.org/plants/view/733513/Paper-Birch-Betula-papyrifera-Renaissance-Oasis/', 'https://garden.org/plants/view/736302/Paper-Birch-Betula-papyrifera-Prairie-Dream/', 'https://garden.org/plants/view/765842/River-Birch-Betula-papyrifera-Clarenville/', 'https://garden.org/plants/view/765843/River-Birch-Betula-papyrifera-Saint-George/', 'https://garden.org/plants/view/765844/Paper-Birch-Betula-papyrifera-Vancouver/']",False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,30.0,100.0,20.0,70.0,True,Perennial,Medium,Moderate,Single Stem,Rapid,False,"['AK', 'CO', 'CT', 'IA', 'ID', 'IL', 'IN', 'MA', 'MD', 'ME', 'MI', 'MN', 'MT', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NY', 'OH', 'OR', 'PA', 'RI', 'SD', 'TN', 'VA', 'VT', 'WA', 'WI', 'WV', 'WY']",None,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Betula,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,7.0,False,True,True,False,False,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,populifolia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,"['https://garden.org/plants/view/75552/Grey-Birch-Betula-populifolia/', 'https://garden.org/plants/view/135019/Gray-Birch-Betula-populifolia-Whitespire/']",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,25.0,50.0,20.0,35.0,False,Perennial,Low,Moderate,Thicket Forming,Rapid,False,"['CT', 'DE', 'IL', 'IN', 'KY', 'MA', 'MD', 'ME', 'NC', 'NH', 'NJ', 'NY', 'OH', 'PA', 'RI', 'VA', 'VT', 'WV']",None,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Bidens,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,True,False,False,False,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,laevis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,['https://garden.org/plants/view/80327/Smooth-Beggartick-Bidens-laevis/'],False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.0,5.0,,,False,Perennial,Medium,Moderate,Single Crown,Rapid,False,"['AL', 'AR', 'AZ', 'CA', 'CT', 'DC', 'DE', 'FL', 'GA', 'IN', 'KY', 'LA', 'MA', 'MD', 'ME', 'MO', 'MS', 'NC', 'NH', 'NJ', 'NM', 'NV', 'NY', 'OH', 'PA', 'RI', 'SC', 'TN', 'TX', 'VA', 'WV']",None,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Bouteloua,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,True,True,False,False,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,curtipendula,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"['https://garden.org/plants/view/75570/Sideoats-grama-Bouteloua-curtipendula/', 'https://garden.org/plants/view/171103/Sideoats-Grama-Bouteloua-curtipendula-var-caespitosa/', 'https://garden.org/plants/view/227070/Sideoats-Grama-Bouteloua-curtipendula-var-tenuis/']",False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1.0,3.0,0.5,1.0,False,Perennial,Medium,Dense,Rhizomatous,Moderate,False,"['AL', 'AR', 'AZ', 'CA', 'CO', 'CT', 'DC', 'FL', 'GA', 'HI', 'IA', 'ID', 'IL', 'IN', 'KS', 'KY', 'LA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'MT', 'NC', 'ND', 'NE', 'NJ', 'NM', 'NY', 'OH', 'OK', 'OR', 'PA', 'SC', 'SD', 'TN', 'TX', 'UT', 'VA', 'WA', 'WI', 'WV', 'WY']",None,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,Bromus,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,True,False,False,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,kalmii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,['https://garden.org/plants/view/80414/Prairie-brome-Bromus-kalmii/'],False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,,,,False,Perennial,Low,Moderate,Bunch,Rapid,False,"['CT', 'DC', 'IA', 'IL', 'IN', 'MA', 'MD', 'ME', 'MI', 'MN', 'ND', 'NH', 'NJ', 'NY', 'OH', 'PA', 'SD', 'VA', 'VT', 'WI', 'WV']",None,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,Callicarpa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,11.0,False,True,True,False,False,5.0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,americana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"['https://garden.org/plants/view/74964/American-Beautyberry-Callicarpa-americana/', 'https://garden.org/plants/view/158169/White-American-Beautyberry-Callicarpa-americana-var-lactea/', 'https://garden.org/plants/view/177145/Beautyberry-Callicarpa-americana-Welchs-Pink/']",True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,3.0,6.0,3.0,6.0,False,Perennial,Low,Dense,Multiple Stem,Moderate,False,"['AL', 'AR', 'FL', 'GA', 'LA', 'MD', 'MO', 'MS', 'NC', 'OK', 'SC', 'TN', 'TX', 'VA']",None,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Carex,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,True,False,False,3.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,blanda,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,['https://garden.org/plants/view/80626/Sedge-Carex-blanda/'],False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,1.0,1.0,1.5,1.5,False,Perennial,Medium,Moderate,Bunch,Slow,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NM', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV', 'WY']",None,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,Cardamine,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,True,True,False,False,4.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,bulbosa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,['https://garden.org/plants/view/80593/Bulbous-Bittercress-Cardamine-bulbosa/'],False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,1.0,1.5,0.6666666666666666,1.0,False,Perennial,Medium,Porous,Single Crown,Rapid,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'MI', 'MN', 'MO', 'MS', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,Carpinus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,False,True,True,False,False,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,caroliniana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,"['https://garden.org/plants/view/75779/American-Hornbeam-Carpinus-caroliniana/', 'https://garden.org/plants/view/784418/American-Hornbeam-Carpinus-caroliniana-Firespire/']",False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,20.0,35.0,,,False,Perennial,Medium,Dense,Multiple Stem,Slow,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'NC', 'NH', 'NJ', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Carya,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,cordiformis,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,['https://garden.org/plants/view/75782/Bitternut-Hickory-Carya-cordiformis/'],False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,50.0,75.0,30.0,50.0,False,Perennial,Medium,Dense,Single Stem,Slow,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'NC', 'NE', 'NH', 'NJ', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV']",None,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,Castanea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,True,True,False,False,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,dentata,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,['https://garden.org/plants/view/75800/American-Chestnut-Castanea-dentata/'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50.0,100.0,50.0,70.0,True,Perennial,Medium,Dense,Single Stem,Rapid,False,"['AL', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MO', 'MS', 'NC', 'NH', 'NJ', 'NY', 'OH', 'PA', 'RI', 'SC', 'TN', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
